tick	antikeeper	attacker	builder	claimer	defender	harvester	healer	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17525964	0,59	0	0,28	0,56	0	0,49	0	0,15	0,33	0,47	0,50	0,07	0,28
17526064	0,69	0	0,26	0,33	0	0,24	0	0,13	0,41	0,51	0,50	0,08	0,18
17526164	0,56	0	0,35	0,24	0	0,56	0	0,10	0,38	0,42	0,50	0,09	0,26
17526264	0,49	0	0,32	0,81	0	0,47	0	0,08	0,44	0,48	0,41	0,18	0,23
17526364	0,82	0	0,33	0,50	0	0,63	0	0,21	0,40	0,50	0,44	0,17	0,28
17526464	0,58	0	0,28	0,25	0	0,50	0	0	0,39	0,47	0,41	0,08	0,26
17526564	0,81	0	0,29	0,43	0	0,54	0	0	0,50	0,48	0,48	0,08	0,28
17526664	0,97	0	0,50	0,73	0	0,54	0	0	0,46	0,57	0,40	0,09	0,26
17526764	0,88	0	0,34	0,34	0	0,57	0	0	0,36	0,64	0,49	0,06	0,26
17526864	0,61	0	0,35	0,37	0	0,53	0	0	0,43	0,45	0,49	0,08	0,28
17526964	0,39	0	0,31	0,47	0	0,66	0	0	0,42	0,46	0,50	0,11	0,26
17527064	0,42	0	0,38	0,29	0	0,53	0	0	0,34	0,49	0,53	0,09	0,27
17527164	0,57	0	0,32	0,32	0	0,58	0	0	0,41	0,45	0,48	0,09	0,28
17527364	0,65	0	0,27	0,41	0	0,56	0	0	0,42	0,47	0,49	0,08	0,28
17527464	0,67	0	0,33	0,32	0	0,51	0	0	0,44	0,50	0,49	0,09	0,25
17527564	0,67	0	0,29	0,50	0	0,65	0	0	0,42	0,53	0,43	0,17	0,28
17527664	0,62	0	0,32	0,36	0	0,58	0	0	0,39	0,39	0,46	0,08	0,25
17527764	0,59	0	0,32	0,35	0	0,59	0	0	0,40	0,44	0,47	0,08	0,27
17527864	0,63	0	0,34	0,49	0	0,50	0	0	0,44	0,48	0,45	0,20	0,30
17527964	0,73	0	0,31	0,59	0	0,58	0	0	0,40	0,52	0,45	0,15	0,31
17528064	0,83	0	0,30	0,39	0	0,65	0	0	0,46	0,64	0,47	0,09	0,31
17528164	0,86	0	0,31	0,38	0	0,46	0	0	0,45	0,52	0,42	0,09	0,26
17528264	1,23	0	0,23	0,52	0	0,44	0	0	0,41	0,45	0,49	0,08	0,24
17528364	0,71	0	0,34	0,58	0	0,59	0	0	0,43	0,45	0,48	0,09	0,26
17528464	0,53	0	0,33	0,41	0	0,54	0	0	0,44	0,46	0,48	0,09	0,28
17528564	0,45	0	0,32	0,52	0	0,56	0	0	0,43	0,40	0,50	0,07	0,27
17528664	0,64	0	0,30	0,48	0	0,47	0	0	0,42	0,46	0,49	0,10	0,23
17528764	0,72	0	0,29	0,38	0	0,60	0	0	0,37	0,44	0,48	0,10	0,27
17528864	0,53	0	0,36	0,38	0	0,49	0	0	0,41	0,43	0,45	0,08	0,27
17528964	0,47	0	0,36	0,71	0	0,55	0	0	0,42	0,51	0,41	0,11	0,25
17529064	0,62	0	0,34	0,43	0	0,57	0	0	0,45	0,42	0,52	0,15	0,28
17529164	0,61	0	0,32	0,50	0	0,54	0	0	0,40	0,43	0,40	0,08	0,24
17529264	0,55	0	0,32	0,79	0	0,54	0	0	0,42	0,47	0,46	0,08	0,26
17529364	0,67	0	0,32	0,53	0	0,58	0	0	0,44	0,51	0,46	0,10	0,28
17529464	0,73	0	0,31	0,42	0	0,57	0	0	0,34	0,42	0,49	0,08	0,29
17529564	1,55	0	0,29	0,48	0	0,50	0	0	0,24	0,20	0,51	0,06	0,24
17529664	0,88	0	0,29	0,36	0	0,45	0	0	0,22	0,23	0,50	0,07	0,28
17529764	0,66	0	0,32	0,50	0	0,39	0	0	0,20	0,16	0,51	0,06	0,28
17529864	0,50	0	0,27	0,26	0	0,45	0	0	0,19	0,20	0,47	0,11	0,29
17529964	0,68	0	0,36	0,80	0	0,53	0	0	0,26	0,20	0,46	0,07	0,33
17530064	0,57	0	0,29	0,42	0	0,53	0	0	0,25	0,20	0,49	0,06	0,26
17530164	0,79	0	0,32	0,28	0	0,53	0	0	0,27	0,24	0,46	0,08	0,26
17530264	0,65	0	0,28	0,57	0	0,51	0	0	0,25	0,21	0,48	0,15	0,25
17530364	0,57	0	0,29	0,69	0	0,50	0	0	0,26	0,19	0,42	0,08	0,24
17530464	0,95	0	0,26	0,32	0	0,60	0	0	0,25	0,21	0,48	0,10	0,28
17530564	0,93	0	0,24	0,40	0	0,50	0	0	0,32	0,21	0,49	0,16	0,31
17530664	2,00	0	0,31	0,35	0	0,47	0	0	0,36	0,29	0,43	0,12	0,34
17530764	0	0	0,32	0,37	0	0,54	0	0	0,37	0,60	0,46	0,07	0,29
17530864	0	0	0,30	0,51	0	0,61	0	0	0,32	0,32	0,49	0,09	0,30
17530964	0	0	0,35	0,68	0	0,54	0	0	0,52	0,44	0,54	0,09	0,26
17531064	0	0	0,31	0,55	0	0,62	0	0	0,57	0,50	0,48	0,10	0,25
17531164	0	0	0,34	0,68	0	0,56	0	0	0,51	0,53	0,49	0,08	0,29
17531264	0	0	0,32	0,45	0	0,51	0	0	0,48	0,44	0,50	0,08	0,28
17531364	0,86	0	0,29	0,44	0	0,46	0	0	0,48	0,39	0,51	0,09	0,25
17531464	0,96	0	0,27	0,24	0	0,43	0	0	0,51	0,43	0,48	0,07	0,25
17531564	0,78	0	0,28	0,27	0	0,61	0	0	0,57	0,42	0,43	0,13	0,31
17531664	0,67	0	0,29	0,73	0	0,53	0	0	0,50	0,51	0,46	0,15	0,24
17531764	0,59	0	0,32	0,48	0	0,55	0	0	0,55	0,49	0,45	0,07	0,30
17531864	0,55	0	0,37	0,24	0	0,61	0	0	0,52	0,42	0,44	0,26	0,30
17531964	0,58	0	0,30	0,58	0	0,65	0	0	0,60	0,47	0,49	0,12	0,33
17532064	0,61	0	0,28	0,52	0	0,51	0	0	0,48	0,53	0,41	0,07	0,28
17532164	0,56	0	0,24	0,27	0	0,57	0	0	0,52	0,86	0,49	0,07	0,26
17532264	0,62	0	0,29	0,74	0	0,47	0	0	0,55	0,66	0,51	0,08	0,25
17532364	0,61	0	0,31	0,50	0	0,49	0	0	0,56	0,40	0,50	0,07	0,26
17532464	0,59	0	0,24	0,38	0	0,48	0	0	0,56	0,39	0,48	0,07	0,21
17532564	0,63	0	0,28	0,26	0	0,60	0	0	0,55	0,40	0,45	0,07	0,27
17532664	0,69	0	0,24	0,73	0	0,54	0	0	0,53	0,44	0,49	0,07	0,35
17532764	0,67	0	0,26	0,49	0	0,50	0	0	0,53	0,49	0,48	0,07	0,34
17532864	0,73	0	0,33	0,27	0	0,47	0	0	0,55	0,54	0,45	0,08	0,32
17532964	0	0	0,39	0,28	0	0,53	0	0	0,61	0,45	0,42	0,11	0,28
17533064	0	0	0,36	0,75	0	0,57	0	0	0,43	0,33	0,44	0,07	0,34
17533164	0	0	0,42	0,30	0	0,55	0	0	0,46	0,44	0,48	0,17	0,29
17533264	0	0	0,28	0,25	0	0,56	0	0	0,46	0,48	0,39	0,10	0,26
17533364	0,96	0	0,34	0,68	0	0,59	0	0	0,52	0,44	0,48	0,08	0,25
17533464	0,74	0	0,36	0,96	0	0,51	0	0	0,40	0,59	0,49	0,07	0,32
17533565	1,20	0	0,30	0,31	0	0,57	0	0	0,48	1,02	0,48	0,06	0,31
17533665	0,72	0	0,31	0,24	0	0,52	0	0	0,47	0,52	0,49	0,07	0,32
17533765	0,66	0	0,29	0,87	0	0,49	0	0	0,57	0,45	0,46	0,07	0,25
17533865	0,68	0	0,33	0,66	0	0,52	0	0	0,53	0,42	0,50	0,08	0,27
17533965	0,60	0	0,32	0,24	0	0,59	0	0	0,52	0,41	0,51	0,08	0,27
17534065	0,69	0	0,26	0,26	0	0,47	0	0	0,53	0,48	0,55	0,07	0,30
17534165	0,57	0	0,35	0,30	0	0,57	0	0	0,54	0,43	0,45	0,08	0,32
17534265	0,48	0	0,35	0,48	0	0,47	0	0	0,51	0,36	0,44	0,13	0,36
17534365	0,56	0	0,30	0,29	0	0,54	0	0	0,53	0,31	0,46	0,07	0,31
17534465	0,60	0	0,40	0,25	0	0,65	0	0	0,45	0,34	0,47	0,08	0,31
17534565	0,46	0	0,37	0,53	0	0,56	0	0	0,45	0,42	0,47	0,07	0,28
17534665	0,57	0	0,30	0,63	0	0,43	0	0	0,46	0,34	0,50	0,08	0,27
17534765	0,53	0	0,25	0,31	0	0,44	0	0	0,46	0,38	0,44	0,07	0,26
17534865	0,45	0	0,31	0,44	0	0,55	0	0	0,51	0,59	0,50	0,08	0,27
17534965	0,87	0	0,35	0,45	0	0,63	0	0	0,54	0,43	0,54	0,08	0,28
17535065	0,74	0	0,38	0,53	0	0,43	0	0	0,56	0,41	0,48	0,08	0,25
17535165	1,10	0	0,31	0,34	0	0,57	0	0	0,61	0,42	0,48	0,07	0,26
17535265	1,13	0	0,29	0,67	0	0,43	0	0	0,50	0,40	0,46	0,07	0,27
17535365	1,01	0	0,34	0,53	0	0,45	0	0	0,44	0,46	0,54	0,08	0,27
17535465	1,15	0	0,34	0,65	0	0,52	0	0	0,58	0,54	0,51	0,07	0,26
17535565	0,79	0	0,34	0,28	0	0,55	0	0	0,52	0,47	0,45	0,11	0,31
17535665	0	0	0,40	0,86	0	0,47	0	0	0,54	0,53	0,45	0,18	0,33
17535765	0	0	0,31	0,56	0	0,49	0	0	0,54	0,38	0,46	0,10	0,32
17535866	0	0	0,31	0,26	0	0,56	0	0	0,50	0,44	0,46	0,17	0,28
17535966	0	0	0,31	0,59	0	0,48	0	0	0,50	0,50	0,44	0,10	0,39
17536066	0	0	0,34	0,28	0	0,52	0	0	0,51	0,44	0,53	0,08	0,30
17536166	0	0	0,34	0,27	0	0,52	0	0	0,49	0,71	0,50	0,08	0,36
17536266	0	0	0,29	0,61	0	0,44	0	0	0,57	1,14	0,49	0,07	0,32
17536365	0	0	0,35	0,47	0	0,61	0	0	0,44	0,60	0,51	0,09	0,29
17536465	0	0	0,30	0,29	0	0,61	0	0	0,50	0,49	0,48	0,09	0,35
17536565	0	0	0,39	0,53	0	0,52	0	0	0,72	0,54	0,48	0,08	0,33
17536665	0	0	0,37	0,45	0	0,55	0	0	0,47	0,44	0,52	0,07	0,28
17536765	0	0	0,30	0,31	0	0,37	0	0	0,51	0,48	0,46	0,07	0,27
17536865	0	0	0,33	0,29	0	0,62	0	0	0,65	0,52	0,50	0,08	0,30
17536965	0	0	0,27	0,25	0	0,49	0	0	0,52	0,43	0,45	0,13	0,29
17537065	0	0	0,36	0,49	0	0,42	0	0	0,48	0,48	0,47	0,13	0,30
17537165	0	0	0,31	0,35	0	0,55	0	0	0,53	0,46	0,45	0,18	0,35
17537265	0	0	0,31	0,29	0	0,51	0	0	0,46	0,44	0,47	0,11	0,28
17537365	0	0	0,32	0,55	0	0,42	0	0	0,51	0,51	0,50	0,07	0,30
17537465	0	0	0,24	0,31	0	0,45	0	0	0,42	0,51	0,42	0,07	0,29
17537565	0	0	0,26	0,44	0	0,53	0	0	0,53	0,84	0,50	0,07	0,36
17537665	0	0	0,34	0,82	0	0,41	0	0	0,43	1,03	0,56	0,07	0,29
17537765	0	0	0,29	0,41	0	0,48	0	0	0,35	0,48	0,48	0,07	0,33
17537865	0	0	0,28	0,33	0	0,51	0	0	0,50	0,47	0,46	0,07	0,25
17537965	0	0	0,27	0,51	0	0,42	0	0	0,52	0,47	0,48	0,07	0,29
17538065	0	0	0,30	0,34	0	0,43	0	0	0,48	0,49	0,51	0,07	0,29
17538165	0	0	0,30	0,39	0	0,45	0	0	0,34	0,42	0,45	0,07	0,32
17538265	0	0	0,24	0,35	0	0,48	0	0	0,40	0,47	0,43	0,06	0,24
17538365	0	0	0,27	0,62	0	0,59	0	0	0,50	0,50	0,47	0,12	0,32
17538465	0	0	0,27	0,40	0	0,46	0	0	0,44	0,42	0,43	0,16	0,30
17538565	0	0	0,25	0,60	0	0,51	0	0	0,47	0,44	0,43	0,13	0,29
17538665	0	0	0,29	0,81	0	0,50	0	0	0,44	0,50	0,39	0,07	0,29
17538765	0	0	0,29	0,42	0	0,57	0	0	0,41	0,23	0,48	0,10	0,29
17538865	0	0	0,31	0,26	0	0,39	0	0	0,44	0,52	0,49	0,07	0,32
17538965	1,08	0	0,28	0,52	0	0,60	0	0	0,62	1,15	0,46	0,07	0,30
17539065	0,95	0	0,33	0,65	0	0,42	0	0	0,43	0,79	0,46	0,07	0,30
17539165	0,63	0	0,30	0,28	0	0,55	0	0	0,49	0,46	0,51	0,07	0,31
17539265	1,05	0	0,30	0,61	0	0,53	0	0	0,70	0,50	0,49	0,08	0,28
17539365	0,66	0	0,26	0,45	0	0,45	0	0	0,81	0,48	0,48	0,08	0,26
17539465	0,45	0	0,36	0,55	0	0,52	0	0	0,70	0,46	0,44	0,08	0,30
17539565	0,57	0	0,30	0,25	0	0,49	0	0	0,64	0,52	0,47	0,10	0,27
17539665	0,58	0	0,33	0,68	0	0,56	0	0	0,56	0,40	0,45	0,12	0,37
17539765	0,51	0	0,27	0,28	0	0,48	0	0	0,52	0,46	0,41	0,08	0,29
17539865	0,54	0	0,35	0,24	0	0,55	0	0	0,52	0,54	0,42	0,17	0,26
17539965	0,44	0	0,30	0,45	0	0,67	0	0	0,47	0,48	0,50	0,13	0,31
17540165	0,53	0	0,31	0,28	0	0,66	0	0	0,51	0,50	0,45	0,07	0,29
17540265	0,56	0	0,34	0,25	0	0,56	0	0	0,34	0,50	0,51	0,08	0,29
17540365	0,56	0	0,31	0,31	0	0,65	0	0	0,51	0,51	0,50	0,10	0,35
17540465	0,95	0	0,38	0,69	0	0,67	0	0	0,46	0,79	0,47	0,09	0,30
17540565	0,92	0	0,29	0,26	0	0,53	0	0	0,51	0,65	0,47	0,08	0,29
17540665	1,18	0	0,34	0,29	0	0,55	0	0	0,53	0,74	0,53	0,09	0,26
17540765	1,00	0	0,30	0,56	0	0,52	0	0	0,55	0,49	0,53	0,11	0,27
17540865	0,59	0	0,32	0,70	0	0,60	0	0	0,57	0,52	0,48	0,14	0,26
17540965	0,65	0	0,35	0,28	0	0,57	0	0	0,50	0,49	0,43	0,12	0,26
17541065	0,63	0	0,34	0,47	0	0,60	0	0	0,53	0,50	0,44	0,11	0,27
17541165	0,59	0	0,36	0,72	0	0,47	0	0	0,50	0,47	0,43	0,09	0,25
17541265	0,49	0	0,30	0,39	0	0,55	0	0	0,49	0,38	0,46	0,18	0,27
17541365	0,40	0	0,32	0,35	0	0,52	0	0	0,44	0,50	0,44	0,09	0,26
17541465	0,49	0	0,31	0,64	0	0,62	0	0,42	0,49	0,38	0,50	0,10	0,29
17541565	0,52	0	0,27	0,42	0	0,60	0	0,41	0,46	0,46	0,48	0,10	0,25
17541665	0,41	0	0,32	0,32	0	0,55	0	0,34	0,54	0,48	0,41	0,09	0,23
17541765	0,46	0	0,25	0,73	0	0,59	0	0,32	0,46	0,45	0,47	0,10	0,25
17541864	0,99	0	0,32	0,29	0	0,67	0	0,37	0,49	0,60	0,51	0,11	0,27
17541964	0,56	0	0,37	0,31	0	0,65	0	0,32	0,52	0,50	0,52	0,11	0,30
17542064	0,63	0	0,39	0,42	0	0,78	0	0,33	0,46	0,49	0,50	0,11	0,29
17542164	0,67	0	0,31	0,49	0	0,52	0	0,42	0,46	0,49	0,46	0,21	0,28
17542264	0,71	0	0,41	0,32	0	0,66	0	0,35	0,48	0,51	0,47	0,11	0,26
17542364	1,03	0	0,31	0,58	0	0,65	0	0,36	0,53	0,51	0,45	0,09	0,27
17542464	0,92	0	0,38	0,46	0	0,63	0	0,11	0,20	0,51	0,47	0,09	0,29
17542564	0,93	0	0,29	0,36	0	0,39	0	0,01	0,14	0,49	0,47	0,16	0,25
17542664	0	0	0,39	0,36	0	0,53	0	0,01	0,16	0,32	0,45	0,10	0,31
17542764	0	0	0,42	0,44	0	0,48	0	0,02	0,17	0,47	0,50	0,11	0,30
17542864	0	0	0,32	0,89	0	0,42	0	0,03	0,17	0,52	0,50	0,08	0,25
17542964	0,31	0	0,41	0,27	0	0,47	0	0,02	0,20	0,38	0,49	0,07	0,21
17543064	0,51	0	0,35	0,54	0	0,48	0	0,02	0,16	0,46	0,48	0,09	0,28
17543164	0,41	0	0,32	0,75	0	0,50	0	0,02	0,17	0,34	0,51	0,07	0,24
17543264	0,66	0	0,30	0,40	0	0,49	0	0,02	0,19	0,47	0,47	0,06	0,24
17543364	0,78	0	0,35	0,38	0	0,52	0	0,03	0,32	0,32	0,48	0,08	0,29
17543464	0,89	0	0,29	0,70	0	0,44	0	0,17	0,53	0,57	0,43	0,15	0,21
17543564	0,65	0	0,28	0,43	0	0,44	0	0,51	0,46	0,44	0,40	0,12	0,25
17543664	0,59	0	0,39	0,36	0	0,53	0	0,45	0,56	0,46	0,47	0,08	0,25
17543764	0,48	0	0,34	0,35	0	0,40	0	0,44	0,49	0,52	0,47	0,08	0,27
17543864	0,45	0	0,35	0,45	0	0,43	0	0,43	0,59	0,45	0,41	0,25	0,25
17543964	0,58	0	0,35	0,64	0	0,55	0	0,69	0,53	0,48	0,45	0,13	0,28
17544064	0,76	0	0,33	0,47	0	0,45	0	0,45	0,47	0,47	0,41	0,08	0,27
17544165	0,47	0	0,30	0,45	0	0,49	0	0,44	0,51	0,37	0,45	0,07	0,28
17544265	0,69	0	0,35	0,62	0	0,38	0	0,59	0,47	0,49	0,45	0,08	0,24
17544365	0,60	0	0,31	0,39	0	0,49	0	0,38	0,47	0,48	0,47	0,09	0,26
17544465	0,78	0	0,35	0,57	0	0,50	0	0,43	0,48	0,45	0,49	0,08	0,28
17544670	0,83	0	0,31	0,45	0	0,48	0	0,07	0,58	0,67	0,52	0,09	0,26
17544773	0,90	0	0,24	0,38	0	0,51	0	0,41	0,49	0,55	0,49	0,10	0,24
17544873	0,75	0	0,27	0,41	0	0,54	0	0,35	0,46	0,48	0,45	0,09	0,26
17544973	0,48	0	0,33	0,26	0	0,49	0	0,38	0,48	0,50	0,48	0,16	0,28
17545073	0,42	0	0,34	0,63	0	0,59	0	0,40	0,49	0,40	0,50	0,08	0,27
17545173	0,65	0	0,31	0,35	0	0,59	0	0,41	0,46	0,51	0,48	0,08	0,26
17545273	0,45	0	0,41	0,28	0	0,53	0	0,38	0,46	0,50	0,47	0,07	0,26
17545373	0,42	0	0,39	0,57	0	0,66	0	0,39	0,51	0,36	0,46	0,09	0,28
17545473	0,57	0	0,46	0,46	0	0,56	0	0,49	0,48	0,47	0,51	0,08	0,26
17545573	0,52	0	0,36	0,60	0	0,56	0	0,54	0,46	0,50	0,50	0,09	0,26
17545673	0,43	0	0,39	0,29	0	0,57	0	0,37	0,60	0,42	0,46	0,09	0,27
17545773	0,56	0	0,35	0,56	0	0,52	0	0,38	0,53	0,47	0,45	0,09	0,29
17545873	0,49	0	0,36	0,39	0	0,46	0	0,47	0,51	0,48	0,45	0,08	0,27
17545973	0,53	0	0,32	0,25	0	0,64	0	0,42	0,45	0,37	0,45	0,08	0,23
17546073	0,78	0	0,32	0,25	0	0,66	0	0,13	0,41	0,47	0,42	0,09	0,27
17546173	0,79	0	0,28	0,57	0	0,46	0	0,34	0,40	0,45	0,47	0,17	0,23
17546273	0,79	0	0,32	0,69	0	0,59	0	0,33	0,46	0,94	0,41	0,13	0,25
17546373	0,90	0	0,34	0,24	0	0,54	0	0,41	0,48	0,47	0,41	0,11	0,21
17546473	0,59	0	0,34	0,45	0	0,52	0	0,43	0,45	0,42	0,43	0,08	0,24
17546573	0,41	0	0,33	0,40	0	0,65	0	0,37	0,46	0,48	0,45	0,08	0,29
17546673	0,52	0	0,35	0,30	0	0,46	0	0,33	0,48	0,50	0,44	0,06	0,30
17546872	0,54	0	0,36	0,41	0	0,60	0	0,39	0,46	0,45	0,47	0,08	0,28
17546972	0,59	0	0,38	0,45	0	0,55	0	0,50	0,48	0,53	0,45	0,10	0,26
17547072	0,56	0	0,29	0,30	0	0,45	0	0,51	0,48	0,46	0,47	0,08	0,26
17547171	0,44	0	0,33	0,33	0	0,64	0	0,44	0,48	0,46	0,46	0,10	0,27
17547271	0,90	0	0,40	0,70	0	0,71	0	0,45	0,55	0,55	0,48	0,14	0,30
17547371	0,87	0	0,37	0,40	0	0,70	0	0,56	0,52	0,50	0,48	0,10	0,28
17547471	0,60	0	0,34	0,27	0	0,73	0	0,59	0,50	0,52	0,49	0,13	0,30
17547571	0,75	0	0,40	0,56	0	0,51	0	0,34	0,55	0,55	0,44	0,09	0,29
17547771	0,60	0	0,36	0,27	0	0,48	0	0,31	0,51	0,58	0,44	0,09	0,29
17547871	0,74	0	0,39	0,79	0	0,62	0	0,33	0,55	0,43	0,49	0,09	0,28
17548071	0	0	0,28	0,28	0	0,36	0	0,01	0,36	0,23	0,44	0,07	0,24
