tick	_total	create	finish	memory	needList	roomUpdate	run
17558928	6505,9	47,3	0,1	1752,4	796,2	79	3825,7
17559028	6376,5	9,4	0,1	1787,1	647,7	81,7	3845,6
17559128	6882,2	11,8	0,2	2093,5	1008,2	69,5	3662,4
17559228	6907,8	13	0,1	2167,6	842,9	76,5	3801,8
17559328	6373,8	21,3	0,1	1887,6	707,1	76,5	3675,7
17559428	7100,8	21,6	0,2	2042,5	768,5	154,4	4107,1
17559528	6658,1	17,4	0,2	2004,6	814,5	86,1	3729,2
17559628	6688,2	9,9	0,1	2173,8	785,4	87,8	3625,9
17559728	6759,3	8	0,1	2406,9	774,1	78,3	3487,3
17559828	6659,8	24,5	0,2	2221,4	735,9	102,4	3570,3
17559928	6507,9	4,8	0,1	2379,9	669,8	71	3377,8
17560409	6469,1	34,8	0,1	1831,2	719,2	75,3	3872,4
17560522	6441,2	36	0,1	1868,2	770,3	78,6	3863,8
17560628	6229,4	32,2	0,2	1815,5	731,3	92,6	3552,6
17560868	7021,5	29,2	0,1	2265,1	770,7	117,5	4214,4
17560982	6554	11,9	0,1	2096,5	697,6	84,8	3726,2
17561087	6088	19,8	0,1	2026,6	707,5	105,8	3350,3
17561204	6605,7	11,1	0,1	2027,6	739,3	89,9	3955,9
17561422	6281,8	19,5	0,1	1802,2	726,3	73,3	3747,8
17561526	6114,1	16,1	0,1	1850,9	723	64,5	3454,9
17561748	6496,5	42,7	0,1	1864,6	784,7	67,2	3732,2
17561975	6185,7	21,6	0,1	1738,6	662,1	82,8	3766,9
17562095	6539,6	53,7	0,1	1894,3	797,3	76,1	4118,9
17562444	6551	36,9	0,1	1777,2	717,5	92,3	3977,8
17562559	6412	50,3	0,1	1933,9	724,4	72,8	3843,7
17562785	6354	41,4	0,1	1880,1	747,9	88,6	3767,6
17562895	6149,2	29,3	0,1	1795,4	740	65,2	3764,6
17563233	6243,7	105,7	0,1	1848,1	709	91	3484,3
17563341	6352,1	75,7	0,1	1936,9	643,7	96,2	3666,9
17563460	6489,8	41,1	0,2	2147,3	629,7	91	3996,4
17563567	5986,8	92,1	0,1	2019,4	626,6	71,7	3309,6
17563679	6222,4	52,2	0,1	2141,7	696,6	89,5	3520,1
17563919	6303,4	125,1	0,2	2214,2	663,6	69,6	3497,9
17564039	6590,5	33,8	0,2	2350,4	672,6	91,5	3766,7
17564139	7216,9	134,8	0,2	1862,1	897,3	111,5	4199,9
17564239	6868	72,6	0,2	1778,9	817,4	87,6	4105
17564339	6775,9	42,5	0,2	1724,9	841,1	89,6	4071,1
17564439	6386,4	63,3	0,1	1569,4	719,6	83,8	3945,3
17564539	6415,7	42,9	0,1	1701,8	716,4	70,9	3879,3
17564639	5869,2	26,5	0,1	1630,6	642,5	70,2	3495,6
17564769	6345,2	48,5	0,1	2359,2	810,2	108,7	4755,7
17564869	6332,8	15,4	0,1	1468,1	735,2	62,5	4047,6
17564969	5979,2	16,6	0,1	1494	750,8	59,9	3653,5
17565069	5970,2	14,1	0,1	1626,5	739,5	59,8	3525,7
17565169	5627,2	7,9	0,1	1522,7	654,1	70,6	3367,7
17565269	5527,6	14,1	0,1	1460,8	629,1	62,5	3357,6
17565369	5337	18,8	0,1	1281	586,5	58	3388,7
17565469	5527,8	5,3	0,1	1405,9	613,8	70,5	3428,8
17565569	5282,4	10,4	0,1	1483,3	671,8	62,5	3050,6
17565669	5544,6	30,1	0,1	1502,9	671,8	68,8	3267,2
17565769	5334,3	25,8	0,1	1185,6	615,5	74,3	3429,6
17565869	5655,6	30,8	0,1	1474,3	708,5	78,6	3358,8
17565969	5944,7	87,4	0,1	1738,9	767,8	111,5	3234,7
17566069	6830,9	56,5	0,1	1907,9	755	98,2	4009
17566169	5800,9	19,7	0,1	1492,8	698	69	3517,4
17566269	5622,6	9,8	0,1	1512	710,1	71,1	3315,7
17566369	5808,4	47,6	0,1	1393,1	709,8	64	3589,9
17566469	5484,5	17,8	0,1	1610,6	729,1	76,9	3046,2
17566569	5803	4,9	0,1	1620,1	757	73,2	3344
17566669	6226,4	16,5	0,1	1728,3	715,2	78,5	3683,4
17566769	6187,6	14,1	0,1	1741,3	914,8	71,4	3441,3
17566869	6179,3	10,6	0,1	1746	753,5	75,8	3587,7
17566969	6060,6	23,3	0,1	1350,2	701,3	143,4	3837,8
17567069	5678,1	7,8	0,1	1471,6	731,5	70	3392,4
17567169	5484,7	13,5	0,1	1495,7	664,5	62,4	3244,9
17567270	5594,3	26,2	0,1	1300,9	669,4	63,3	3530,8
17567370	5890,3	44,9	0,1	1442,1	663,1	59,6	3676,6
17567470	5598,4	29,3	0,1	1388,8	660,9	61,1	3454,4
17567570	6086,2	11,4	0,2	1577,9	644,2	69,2	3779,5
17567670	6303,8	24,3	0,3	1516,6	737,7	69,5	3950,6
17567770	5920,1	14	0,1	1463,5	697,1	69,6	3671,5
17567870	5639,6	19,1	0,1	1486,3	691,6	72,2	3366,5
17567970	5838,7	9,3	0,2	1427,5	684,2	70,4	3643
17568070	5397,2	10,4	0,1	1209,7	727,8	78,6	3366,9
17568170	5374,4	11,6	0,1	1212,7	661,8	66,6	3418,4
17568270	5623,4	13,8	0,1	1445,3	653	63,2	3444,3
17568370	5852	5,5	0,1	1454,3	677,8	68,2	3642,2
17568470	5600,9	9,9	0,1	1477,5	663,3	61,7	3385
17568570	5982,7	15,6	0,1	1396,5	788	80,6	3685,3
17568670	5725,6	27,7	0,1	1524,9	776,3	66	3325
17568770	6317,6	60,1	0,1	1689,8	763,1	71,9	3727,3
17568870	5867,9	55,2	0,1	1601,1	716,1	86,4	3404,7
17568970	6003,9	24	0,1	1528,5	791,3	63,1	3593
17569070	5838,6	22	0,1	1429,8	684,2	69,6	3628,4
17569170	5902	34,5	0,1	1504,6	783	103,3	3471,9
17569270	5916,8	24,3	0,1	1450,6	708,4	76,1	3653,1
17569370	6072,2	8,3	0,1	1620,2	745,1	67,6	3626,5
17569469	6382,2	15,3	0,1	1749,8	794,3	87,4	3729,8
17569569	6267,3	45	0,2	1871,3	830,2	106,8	3407,3
