tick	_total	create	finish	memory	needList	roomUpdate	run
17538565	4884	67,6	0,1	1502,8	584,8	54	2659,5
17538665	5080,8	66,5	0,2	1699,6	579,8	54,1	2676,3
17538765	4655,7	68,1	0,1	1398,2	603,7	54	2527,5
17538865	4381,2	24	0,1	1480,8	606,7	51,6	2213,7
17538965	5378,1	90,7	0,1	1301,1	619,2	60	3302,1
17539065	5144,1	76,6	0,1	1388,1	686,5	65,3	2906,7
17539165	5323,7	82,2	0,2	1680,6	727,9	67,4	2759,6
17539265	5581,8	52,6	0,1	1607,1	677,1	61	3178,6
17539365	6041,8	57,4	0,2	1691,3	746,8	82,5	3458
17539465	6040,7	54,7	0,2	1697,5	656	76,1	3538,3
17539565	5531	54,1	0,2	1528,6	748,8	55,1	3139,1
17539665	6022	71,3	0,2	1514,2	720,7	70,3	3639,8
17539765	5663,7	67,3	0,1	1723,6	689,3	56,9	3121,6
17539865	5769,2	71	0,2	1632,8	755	56,1	3249,3
17539965	5866,2	70,9	0,2	1612	733,1	55,6	3390,1
17540165	6013,9	42,9	0,2	1594,8	802,9	80,7	3487,2
17540265	6055,6	141,9	0,2	1708,2	836,9	81,7	3280,3
17540365	6482,1	122,5	0,2	1524,1	874,2	67,6	3887,4
17540465	6546,6	97,2	0,2	1550,8	866,5	67,3	3958,3
17540565	6217,7	47,5	0,2	1675,4	837,5	59	3593
17540665	6512,9	104,8	0,2	1530,6	845,4	59,9	3967,4
17540765	6906,2	138,1	0,2	1592,9	816,6	64,2	4289,3
17540865	6752,5	116,1	0,2	1413,8	824,8	63,5	4329
17540965	5919	87,8	0,2	1289,2	781	74,2	3682,1
17541065	6100,6	40,6	0,1	1249,6	758,3	60,3	3987,5
17541165	5992,7	37	0,1	1207,5	772,2	56	3915,9
17541265	5889,4	51,2	0,1	1299,6	783,4	57,8	3693,1
17541365	5505,1	56,4	0,1	1214,1	744,3	68,9	3417,3
17541465	6282,6	84,9	0,2	1305,8	745,1	63,9	4077,4
17541565	5978,9	28,9	0,2	1330,6	823,4	55,7	3735,3
17541665	6054,1	69,7	0,2	1318,8	798,1	55,6	3807,1
17541765	6053,6	39	0,1	1269,8	767,6	58,1	3914,6
17541864	7114,6	89,1	0,2	1675,9	929,1	76,9	4337,1
17541964	7141,7	69,5	0,2	1707,9	921,1	80,3	4356,2
17542064	7257,5	70,3	0,2	1733,5	862,6	104,8	4479,4
17542164	6707,4	55	0,1	1564	881,7	96	4103,6
17542264	6647,2	93,7	0,1	1354,7	868,7	80,4	4244,9
17542364	6986,2	67,3	0,2	1337	883,5	75,4	4618,1
17542464	5539,9	83,6	0,1	1304,5	840	78,1	3228,8
17542564	5178,5	105,2	0,1	1712	891,1	63,2	2402,6
17542664	5084,4	139,8	0,1	1404,7	815,5	68,8	2651,3
17542764	5430,5	108,4	0,1	1621,7	912,4	73,3	2708,9
17542864	5467,9	118,7	0,1	1648,7	879,1	53,5	2761,7
17542964	5183	154,6	0,1	1596,7	847,4	78,9	2499,8
17543064	5268,1	176,8	0,1	1579,3	821,9	61,2	2620,5
17543164	5301,2	92	0,1	1732,5	761,4	88,2	2621,6
17543264	5244	88,9	0,1	1728,8	791,8	65,4	2563,9
17543364	5582,2	139,7	0,1	1689,5	766,3	67,5	2913,7
17543464	5741,2	111,9	0,1	1447,5	756,9	64,9	3354,7
17543564	5648	136,3	0,2	1677,2	739,7	58,7	3030,5
17543664	5896,6	53,4	0,1	1740,7	711,5	78,3	3307
17543764	5379,1	54,7	0,1	1730,6	671,8	67,5	2849,1
17543864	6080,8	88,5	0,1	1852,8	793,8	76	3264,3
17543964	5885,4	73,4	0,1	1588	714,4	80,2	3423,8
17544064	5649	201	0,1	1741,4	732,2	90,9	2878,2
17544165	5347,8	59,5	0,1	1606,9	664,4	70	2941,9
17544265	5520,9	83	0,1	1616,4	688,1	59,4	3068,9
17544365	5510,8	212,8	0,1	1466,2	706	59,1	3061
17544465	5633,6	93,7	0,1	1440,6	681,4	138,1	3273,8
17544670	6200,1	51,5	0,1	1581,2	857,2	75,4	3628,5
17544773	5812,7	82,2	0,1	1576,4	793	44,3	3358,3
17544873	5685,1	126,3	0,1	1444,8	749,2	64,7	3293,4
17544973	5599,8	52,4	0,1	1423,1	783,7	64,9	3270,1
17545073	5823,5	79,7	0,1	1351,9	719,2	63,1	3604,2
17545173	5711	78,2	0,1	1264,8	766,8	62,4	3532,6
17545273	5446,7	51,9	0,1	1225,3	729,8	63,5	3361,7
17545373	5776	42,8	0,1	1214,6	775	58,9	3679,2
17545473	6185,9	60,2	0,1	1407,1	886,2	70,1	3756,8
17545573	5989,4	49,2	0,1	1374,1	751,5	69,9	3739,9
17545673	6465,9	32,2	0,1	1594,6	834,3	87,5	3911,2
17545773	6312,3	78,8	0,1	1373,8	792,6	65,2	3995,6
17545873	6286,1	142,9	0,1	1384,5	797,7	69,6	3885,1
17545973	6008,4	113,1	0,1	1400,5	773,6	64,7	3650,6
17546073	6126,1	37	0,1	1611,1	844,5	71,1	3556,3
17546173	5942,1	80,1	0,1	1471,8	806,8	65	3512,5
17546273	6505,1	70,2	0,1	1463,1	833	81,5	4051
17546373	6430,5	82,6	0,1	1641,4	823,6	66,2	3810,2
17546473	6205,5	71,5	0,1	1468,2	845,8	81,8	3732,6
17546573	6819,4	51,2	0,1	1802,4	867,5	74,3	4018,1
17546673	6572,9	64,1	0,1	1857,6	784	71	3790
17546872	6639,7	95,1	0,1	3655,9	800,7	139,8	7658,6
17546972	6438,4	36,4	0,1	1778,6	699	69,1	3840,8
17547072	5760,2	10,2	0,1	1617,5	664,8	64,9	3397,4
17547171	6287	18,8	0,1	1757,5	719,8	92,9	3686,2
17547271	7146,7	28,3	0,2	1652,3	888	101,1	4469,8
17547371	7055,7	21,2	0,2	1937,6	821,2	100	4167,6
17547471	6461,9	61,5	0,1	1652,7	797,8	83,7	3859,8
17547571	6192,5	50,9	0,1	1461,4	736,6	72,7	3865,4
17547771	5435,5	46,9	0,1	1181,6	704,1	66,4	3431,4
17547871	6117,1	45,2	0,1	1191,2	753,7	65,1	4056,6
17548071	4657,5	77,8	0,1	1413,6	720,6	82,7	2358,2
